id,seller,buyer,energy,amount,certification_year,created_at,updated_at,case_id,buyer_eid,seller_paied,buyer_paied,DT_RowIndex
2723,103,愛德萬測試股份有限公司,太陽能,84,2021,2021-12-24,"2022-06-28 11:04:20",交通部民用航空局臺中航空站<br/>交通部民用航空局臺中航空站,,1,1,5
2624,44,愛德萬測試股份有限公司,太陽能,11,2018,2021-11-26,"2022-06-27 17:13:52",全利能源實業股份有限公司<br/>全利能源實業股份有限公司,,1,1,14
2623,44,愛德萬測試股份有限公司,太陽能,3,2017,2021-11-26,"2022-06-27 17:14:06",全利能源實業股份有限公司<br/>全利能源實業股份有限公司,,1,1,15
2591,44,愛德萬測試股份有限公司,太陽能,13,2019,2021-11-16,"2022-06-27 17:14:31",全利能源實業股份有限公司<br/>全利能源實業股份有限公司,,1,1,28
2504,2132,愛德萬測試股份有限公司,太陽能,10,2021,2021-10-20,"2021-10-20 18:15:12",明徽能源股份有限公司<br/>明徽能源股份有限公司,,1,1,36
2503,39,愛德萬測試股份有限公司,太陽能,8,2021,2021-10-20,"2022-06-28 06:40:55","臺北市政府產業發展局<br/>臺北市政府產業發展局 士東市場",,1,1,37
2362,44,愛德萬測試股份有限公司,太陽能,2,2018,2021-08-24,"2022-06-27 17:14:54",全利能源實業股份有限公司<br/>全利能源實業股份有限公司,,1,1,56
2361,44,愛德萬測試股份有限公司,太陽能,2,2017,2021-08-24,"2022-06-27 17:16:37",全利能源實業股份有限公司<br/>全利能源實業股份有限公司,,1,1,57
2181,103,愛德萬測試股份有限公司,太陽能,8,2020,2021-06-23,"2022-06-28 11:05:32",交通部民用航空局臺中航空站<br/>交通部民用航空局臺中航空站,,1,1,63
3783,39,愛德萬測試股份有限公司,太陽能,17,2021,2022-06-02,"2022-06-02 10:48:22",臺北市政府產業發展局<br/>臺北市政府產業發展局新生公園夢想館,,1,1,67
3703,37,愛德萬測試股份有限公司,太陽能,36,2021,2022-05-20,"2022-05-20 12:02:49",財團法人工業技術研究院-中創園區<br/>財團法人工業技術研究院-中創園區,,1,1,70
3227,39,愛德萬測試股份有限公司,太陽能,43,2021,2022-03-31,"2022-06-28 06:41:02",臺北市政府產業發展局<br/>臺北市政府產業發展局新生公園夢想館,,1,1,96
11233,39,愛德萬測試股份有限公司,太陽能,1,2022,2023-05-18,"2023-05-18 06:30:49",臺北市政府產業發展局<br/>臺北市政府產業發展局新生公園未來館,,1,1,102
11232,39,愛德萬測試股份有限公司,太陽能,20,2022,2023-05-18,"2023-05-18 06:30:45",臺北市政府產業發展局<br/>臺北市政府產業發展局新生公園夢想館,,1,1,103
11234,39,愛德萬測試股份有限公司,太陽能,11,2022,2023-05-18,"2023-05-18 06:30:46","臺北市政府產業發展局<br/>臺北市政府產業發展局 士東市場",,1,1,104
10195,4464,愛德萬測試股份有限公司,太陽能,22,2022,2023-04-18,"2023-04-18 06:31:06",裕益汽車股份有限公司<br/>順益一期,,1,1,119
10208,103,愛德萬測試股份有限公司,太陽能,36,2022,2023-04-18,"2023-04-18 06:31:07",交通部民用航空局臺中航空站<br/>交通部民用航空局臺中航空站,,1,1,120
