id,seller,buyer,energy,amount,certification_year,created_at,updated_at,case_id,buyer_eid,seller_paied,buyer_paied,DT_RowIndex
2842,187,永豐金融控股股份有限公司,生質能,10,2020,2022-01-19,"2022-01-19 14:26:50",台灣糖業股份有限公司<br/>台灣糖業股份有限公司畜殖事業部大響營第一畜殖場,,1,1,121
2841,187,永豐金融控股股份有限公司,生質能,7,2021,2022-01-19,"2022-01-19 14:26:19",台灣糖業股份有限公司<br/>台灣糖業股份有限公司畜殖事業部大響營第一畜殖場,,1,1,122
