id,seller,buyer,energy,amount,certification_year,created_at,updated_at,case_id,buyer_eid,seller_paied,buyer_paied,DT_RowIndex
1501,35,德紐股份有限公司,太陽能,10,2020,2020-11-16,"2022-06-13 15:12:42",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,15
2401,35,德紐股份有限公司,太陽能,30,2021,2021-09-14,"2022-06-13 15:11:56",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,45
2121,35,德紐股份有限公司,太陽能,23,2021,2021-06-03,"2022-06-13 15:12:07",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,65
5947,35,德紐股份有限公司,太陽能,22,2022,2022-12-31,"2022-12-31 06:31:02",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,1
3801,92,德紐股份有限公司,太陽能,25,2020,2022-06-28,"2022-06-28 10:59:00","交通部台灣鐵路管理局<br/>交通部台灣鐵路管理局 基隆站",,1,1,65
2965,35,德紐股份有限公司,太陽能,7,2018,2022-02-23,"2022-06-13 15:11:25",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,115
2964,35,德紐股份有限公司,太陽能,3,2019,2022-02-23,"2022-06-13 15:11:35",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,116
2963,35,德紐股份有限公司,太陽能,13,2020,2022-02-23,"2022-06-13 15:11:48",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,117
20207,37,德紐股份有限公司,太陽能,65,2017,2023-11-02,"2023-11-02 06:30:54",財團法人工業技術研究院-中創園區<br/>財團法人工業技術研究院-中創園區,,1,1,46
7888,35,德紐股份有限公司,太陽能,20,2022,2023-03-23,"2023-03-23 06:30:50",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,136
7887,35,德紐股份有限公司,太陽能,6,2021,2023-03-23,"2023-03-23 06:30:50",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,138
24348,37,德紐股份有限公司,太陽能,158,2018,2024-01-11,"2024-01-11 06:41:19",財團法人工業技術研究院-中創園區<br/>財團法人工業技術研究院-中創園區,,1,1,27
