id,seller,buyer,energy,amount,certification_year,created_at,updated_at,case_id,buyer_eid,seller_paied,buyer_paied,DT_RowIndex
2662,2132,中強光電股份有限公司南科二廠,太陽能,22,2021,2021-12-08,"2021-12-08 09:16:48",明徽能源股份有限公司<br/>明徽能源_屋頂二期,,1,1,10
4304,2132,中強光電股份有限公司南科二廠,太陽能,28,2022,2022-07-27,"2022-07-27 06:30:47",明徽能源股份有限公司<br/>明徽能源_屋頂二期,,1,1,64
