id,seller,buyer,energy,amount,certification_year,created_at,updated_at,case_id,buyer_eid,seller_paied,buyer_paied,DT_RowIndex
3,35,台新國際商業銀行,太陽能,5,2017,2017-09-13,"2017-09-26 10:42:46",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,4
421,35,台新國際商業銀行,太陽能,10,2018,2019-06-17,"2019-06-17 16:21:10",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,51
1222,35,台新國際商業銀行,太陽能,5,2019,2020-06-17,"2020-06-17 14:07:11",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,32
1761,35,台新國際商業銀行,太陽能,25,2020,2021-01-20,"2022-06-13 15:12:26",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,91
5524,35,台新國際商業銀行,太陽能,50,2022,2022-11-12,"2022-11-12 06:30:46",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,22
4041,101,台新國際商業銀行,太陽能,13,2022,2022-08-06,"2022-08-06 06:30:44",衛生福利部嘉南療養院<br/>衛生福利部嘉南療養院,,1,1,60
3563,101,台新國際商業銀行,太陽能,103,2021,2022-04-25,"2022-06-24 06:30:48",衛生福利部嘉南療養院<br/>衛生福利部嘉南療養院,,1,1,86
3562,35,台新國際商業銀行,太陽能,20,2021,2022-04-25,"2022-06-13 15:11:15",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,87
20208,35,台新國際商業銀行,太陽能,48,2023,2023-12-01,"2023-12-01 06:41:55",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,27
12571,35,台新國際商業銀行,太陽能,12,2023,2023-06-17,"2023-06-17 06:30:46",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,86
30167,35,台新國際商業銀行,太陽能,6,2023,2024-03-06,"2024-03-06 06:41:14",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,8
24328,35,台新國際商業銀行,太陽能,7,2023,2024-01-03,"2024-01-03 06:30:59",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,31
