id,seller,buyer,energy,amount,certification_year,created_at,updated_at,case_id,buyer_eid,seller_paied,buyer_paied,DT_RowIndex
203,36,太平洋崇光百貨股份有限公司,太陽能,2,2018,2018-12-17,"2018-12-17 16:55:25",財團法人工業技術研究院-六甲院區<br/>財團法人工業技術研究院-六甲院區,,1,1,4
147,36,太平洋崇光百貨股份有限公司,太陽能,6,2018,2018-11-19,"2018-11-19 14:56:00",財團法人工業技術研究院-六甲院區<br/>財團法人工業技術研究院-六甲院區,,1,1,17
110,36,太平洋崇光百貨股份有限公司,太陽能,4,2018,2018-10-15,"2018-10-15 16:44:04",財團法人工業技術研究院-六甲院區<br/>財團法人工業技術研究院-六甲院區,,1,1,39
55,36,太平洋崇光百貨股份有限公司,太陽能,5,2018,2018-09-12,"2018-09-12 10:04:44",財團法人工業技術研究院-六甲院區<br/>財團法人工業技術研究院-六甲院區,,1,1,54
44,36,太平洋崇光百貨股份有限公司,太陽能,4,2018,2018-08-13,"2018-08-13 14:39:53",財團法人工業技術研究院-六甲院區<br/>財團法人工業技術研究院-六甲院區,,1,1,62
34,36,太平洋崇光百貨股份有限公司,太陽能,5,2018,2018-07-17,"2018-07-17 08:50:44",財團法人工業技術研究院-六甲院區<br/>財團法人工業技術研究院-六甲院區,,1,1,74
25,36,太平洋崇光百貨股份有限公司,太陽能,24,2018,2018-07-05,"2018-07-05 16:33:51",財團法人工業技術研究院-六甲院區<br/>財團法人工業技術研究院-六甲院區,,1,1,81
682,36,太平洋崇光百貨股份有限公司,太陽能,11,2019,2019-11-13,"2019-11-13 19:33:47",財團法人工業技術研究院-六甲院區<br/>財團法人工業技術研究院-六甲院區,,1,1,18
604,36,太平洋崇光百貨股份有限公司,太陽能,12,2019,2019-10-01,"2019-10-01 16:29:37",財團法人工業技術研究院-六甲院區<br/>財團法人工業技術研究院-六甲院區,,1,1,28
590,36,太平洋崇光百貨股份有限公司,太陽能,27,2019,2019-08-30,"2019-08-30 17:55:25",財團法人工業技術研究院-六甲院區<br/>財團法人工業技術研究院-六甲院區,,1,1,39
