id,seller,buyer,energy,amount,certification_year,created_at,updated_at,case_id,buyer_eid,seller_paied,buyer_paied,DT_RowIndex
24289,5576,台灣迪卡儂有限公司,太陽能,2,2022,2024-01-02,"2024-01-02 13:43:11",台灣水泥股份有限公司高雄水泥製品廠嘉義分廠<br/>台灣水泥股份有限公司高雄水泥製品廠嘉義分廠,,1,1,34
