id,seller,buyer,energy,amount,certification_year,created_at,updated_at,case_id,buyer_eid,seller_paied,buyer_paied,DT_RowIndex
5948,35,樂活酒窖股份有限公司,太陽能,6,2022,2022-12-31,"2022-12-31 06:31:00",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,3
5524,35,台新國際商業銀行,太陽能,50,2022,2022-11-12,"2022-11-12 06:30:46",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,22
3562,35,台新國際商業銀行,太陽能,20,2021,2022-04-25,"2022-06-13 15:11:15",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,87
2965,35,德紐股份有限公司,太陽能,7,2018,2022-02-23,"2022-06-13 15:11:25",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,115
2964,35,德紐股份有限公司,太陽能,3,2019,2022-02-23,"2022-06-13 15:11:35",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,116
2963,35,德紐股份有限公司,太陽能,13,2020,2022-02-23,"2022-06-13 15:11:48",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,117
20208,35,台新國際商業銀行,太陽能,48,2023,2023-12-01,"2023-12-01 06:41:55",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,27
12571,35,台新國際商業銀行,太陽能,12,2023,2023-06-17,"2023-06-17 06:30:46",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,86
7888,35,德紐股份有限公司,太陽能,20,2022,2023-03-23,"2023-03-23 06:30:50",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,136
7887,35,德紐股份有限公司,太陽能,6,2021,2023-03-23,"2023-03-23 06:30:50",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,138
30167,35,台新國際商業銀行,太陽能,6,2023,2024-03-06,"2024-03-06 06:41:14",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,8
24328,35,台新國際商業銀行,太陽能,7,2023,2024-01-03,"2024-01-03 06:30:59",國立海洋生物博物館<br/>國立海洋生物博物館,,1,1,31
