id,seller,buyer,energy,amount,certification_year,created_at,updated_at,case_id,buyer_eid,seller_paied,buyer_paied,DT_RowIndex
843,403,大江生醫股份有限公司,太陽能,1,2019,2019-12-25,"2019-12-25 12:02:09",財團法人天主教靈醫會<br/>聖嘉民老人照顧中心,,1,1,1
681,403,大江生醫股份有限公司,太陽能,4,2019,2019-11-13,"2019-11-13 19:27:46",財團法人天主教靈醫會<br/>聖嘉民老人照顧中心,,1,1,19
601,403,大江生醫股份有限公司,太陽能,2,2019,2019-10-01,"2019-10-01 16:04:12",財團法人天主教靈醫會<br/>聖嘉民老人照顧中心,,1,1,30
561,403,大江生醫股份有限公司,太陽能,7,2019,2019-08-21,"2019-08-21 09:05:23",財團法人天主教靈醫會<br/>聖嘉民老人照顧中心,,1,1,42
441,403,大江生醫股份有限公司,太陽能,2,2019,2019-06-19,"2019-06-19 18:03:39",財團法人天主教靈醫會<br/>聖嘉民老人照顧中心,,1,1,50
1541,403,大江生醫股份有限公司,太陽能,3,2020,2020-11-27,"2022-06-27 17:03:43",財團法人天主教靈醫會<br/>聖嘉民老人照顧中心,,1,1,12
1261,403,大江生醫股份有限公司,太陽能,2,2020,2020-07-07,"2022-06-27 17:03:52",財團法人天主教靈醫會<br/>聖嘉民老人照顧中心,,1,1,30
1141,403,大江生醫股份有限公司,太陽能,2,2020,2020-05-22,"2020-05-22 13:53:16",財團法人天主教靈醫會<br/>聖嘉民老人照顧中心,,1,1,40
1101,403,大江生醫股份有限公司,太陽能,1,2020,2020-04-21,"2020-04-21 11:12:19",財團法人天主教靈醫會<br/>聖嘉民老人照顧中心,,1,1,46
1021,403,大江生醫股份有限公司,太陽能,2,2020,2020-03-19,"2020-03-19 13:07:46",財團法人天主教靈醫會<br/>聖嘉民老人照顧中心,,1,1,55
961,403,大江生醫股份有限公司,太陽能,1,2020,2020-02-19,"2020-02-19 16:26:00",財團法人天主教靈醫會<br/>聖嘉民老人照顧中心,,1,1,60
881,403,大江生醫股份有限公司,太陽能,1,2019,2020-01-16,"2020-01-16 13:09:12",財團法人天主教靈醫會<br/>聖嘉民老人照顧中心,,1,1,65
2741,403,大江生醫股份有限公司,太陽能,15,2021,2021-12-28,"2022-06-27 16:23:44",財團法人天主教靈醫會<br/>聖嘉民老人照顧中心,,1,1,4
2501,403,大江生醫股份有限公司,太陽能,2,2020,2021-10-20,"2022-06-27 16:35:11",財團法人天主教靈醫會<br/>聖嘉民老人照顧中心,,1,1,39
2385,403,大江生醫股份有限公司,太陽能,6,2021,2021-09-01,"2022-06-27 16:45:41",財團法人天主教靈醫會<br/>聖嘉民老人照顧中心,,1,1,48
1682,403,大江生醫股份有限公司,太陽能,8,2020,2021-01-04,"2022-06-27 17:03:23",財團法人天主教靈醫會<br/>聖嘉民老人照顧中心,,1,1,96
6509,403,大江生醫股份有限公司,太陽能,14,2022,2022-12-31,"2022-12-31 06:31:04",財團法人天主教靈醫會<br/>聖嘉民老人照顧中心,,1,1,4
4023,403,大江生醫股份有限公司,太陽能,5,2022,2022-09-07,"2022-09-07 06:30:49",財團法人天主教靈醫會<br/>聖嘉民老人照顧中心,,1,1,42
4021,403,大江生醫股份有限公司,太陽能,2,2021,2022-09-07,"2022-09-07 06:30:50",財團法人天主教靈醫會<br/>聖嘉民老人照顧中心,,1,1,43
24267,403,大江生醫股份有限公司,太陽能,14,2023,2023-12-23,"2023-12-23 06:42:31",財團法人天主教靈醫會<br/>聖嘉民老人照顧中心,,1,1,7
14150,403,大江生醫股份有限公司,太陽能,6,2023,2023-06-28,"2023-06-28 06:32:05",財團法人天主教靈醫會<br/>聖嘉民老人照顧中心,,1,1,81
14148,403,大江生醫股份有限公司,太陽能,2,2022,2023-06-28,"2023-06-28 06:32:02",財團法人天主教靈醫會<br/>聖嘉民老人照顧中心,,1,1,83
