case_id,buyer,seller,energy,amount,buyer_name,seller_name,case_name,owner,parallel_type,type,detail,DT_RowIndex
234,6449,7045,太陽能,250,康舒科技股份有限公司,康展電力股份有限公司<br/>台康日能科技股份有限公司(嘉義公館滯洪池),嘉義公館滯洪池,台康日能科技股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""7045"" data-year=""2023"" data-case=""234"" data-buyer=""6449""><i class=""icon search""></i>詳情</button>",330
234,4524,7045,太陽能,76,美科實業股份有限公司,康展電力股份有限公司<br/>台康日能科技股份有限公司(嘉義公館滯洪池),嘉義公館滯洪池,台康日能科技股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""7045"" data-year=""2023"" data-case=""234"" data-buyer=""4524""><i class=""icon search""></i>詳情</button>",331
234,6449,7045,太陽能,123,康舒科技股份有限公司,康展電力股份有限公司<br/>台康日能科技股份有限公司(嘉義公館滯洪池),嘉義公館滯洪池,台康日能科技股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""7045"" data-year=""2024"" data-case=""234"" data-buyer=""6449""><i class=""icon search""></i>詳情</button>",348
234,4524,7045,太陽能,21,美科實業股份有限公司,康展電力股份有限公司<br/>台康日能科技股份有限公司(嘉義公館滯洪池),嘉義公館滯洪池,台康日能科技股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""7045"" data-year=""2024"" data-case=""234"" data-buyer=""4524""><i class=""icon search""></i>詳情</button>",349
414,113,7045,太陽能,232,亞洲水泥股份有限公司,康展電力股份有限公司<br/>台康日能科技股份有限公司(台康萬興四放滯洪池),台康萬興四放滯洪池,台康日能科技股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""7045"" data-year=""2024"" data-case=""414"" data-buyer=""113""><i class=""icon search""></i>詳情</button>",350
414,6726,7045,太陽能,25,台灣諾和諾德藥品股份有限公司,康展電力股份有限公司<br/>台康日能科技股份有限公司(台康萬興四放滯洪池),台康萬興四放滯洪池,台康日能科技股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""7045"" data-year=""2024"" data-case=""414"" data-buyer=""6726""><i class=""icon search""></i>詳情</button>",351
414,8326,7045,太陽能,329,遠東新世紀股份有限公司-台北總公司,康展電力股份有限公司<br/>台康日能科技股份有限公司(台康萬興四放滯洪池),台康萬興四放滯洪池,台康日能科技股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""7045"" data-year=""2024"" data-case=""414"" data-buyer=""8326""><i class=""icon search""></i>詳情</button>",352
