case_id,buyer,seller,energy,amount,buyer_name,seller_name,case_name,owner,parallel_type,type,detail,DT_RowIndex
161,2133,2181,風力能,117297,台灣積體電路製造股份有限公司,鹿威風力發電股份有限公司<br/>(鹿威-彰濱風場),鹿威-彰濱風場,鹿威風力發電股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""2181"" data-year=""2021"" data-case=""161"" data-buyer=""2133""><i class=""icon search""></i>詳情</button>",30
162,2133,2181,風力能,69015,台灣積體電路製造股份有限公司,鹿威風力發電股份有限公司<br/>(鹿威-鹿港風場),鹿威-鹿港風場,鹿威風力發電股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""2181"" data-year=""2021"" data-case=""162"" data-buyer=""2133""><i class=""icon search""></i>詳情</button>",31
163,2133,2181,風力能,12847,台灣積體電路製造股份有限公司,鹿威風力發電股份有限公司<br/>(鹿港風場二期),鹿港風場二期,鹿威風力發電股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""2181"" data-year=""2021"" data-case=""163"" data-buyer=""2133""><i class=""icon search""></i>詳情</button>",32
161,2133,2181,風力能,121553,台灣積體電路製造股份有限公司,鹿威風力發電股份有限公司<br/>(鹿威-彰濱風場),鹿威-彰濱風場,鹿威風力發電股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""2181"" data-year=""2022"" data-case=""161"" data-buyer=""2133""><i class=""icon search""></i>詳情</button>",139
162,2133,2181,風力能,50951,台灣積體電路製造股份有限公司,鹿威風力發電股份有限公司<br/>(鹿威-鹿港風場),鹿威-鹿港風場,鹿威風力發電股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""2181"" data-year=""2022"" data-case=""162"" data-buyer=""2133""><i class=""icon search""></i>詳情</button>",140
163,2133,2181,風力能,10841,台灣積體電路製造股份有限公司,鹿威風力發電股份有限公司<br/>(鹿港風場二期),鹿港風場二期,鹿威風力發電股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""2181"" data-year=""2022"" data-case=""163"" data-buyer=""2133""><i class=""icon search""></i>詳情</button>",141
161,2133,2181,風力能,109232,台灣積體電路製造股份有限公司,鹿威風力發電股份有限公司<br/>(鹿威-彰濱風場),鹿威-彰濱風場,鹿威風力發電股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""2181"" data-year=""2023"" data-case=""161"" data-buyer=""2133""><i class=""icon search""></i>詳情</button>",534
162,2133,2181,風力能,62597,台灣積體電路製造股份有限公司,鹿威風力發電股份有限公司<br/>(鹿威-鹿港風場),鹿威-鹿港風場,鹿威風力發電股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""2181"" data-year=""2023"" data-case=""162"" data-buyer=""2133""><i class=""icon search""></i>詳情</button>",535
163,2133,2181,風力能,16083,台灣積體電路製造股份有限公司,鹿威風力發電股份有限公司<br/>(鹿港風場二期),鹿港風場二期,鹿威風力發電股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""2181"" data-year=""2023"" data-case=""163"" data-buyer=""2133""><i class=""icon search""></i>詳情</button>",536
161,2133,2181,風力能,31192,台灣積體電路製造股份有限公司,鹿威風力發電股份有限公司<br/>(鹿威-彰濱風場),鹿威-彰濱風場,鹿威風力發電股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""2181"" data-year=""2024"" data-case=""161"" data-buyer=""2133""><i class=""icon search""></i>詳情</button>",618
162,2133,2181,風力能,25026,台灣積體電路製造股份有限公司,鹿威風力發電股份有限公司<br/>(鹿威-鹿港風場),鹿威-鹿港風場,鹿威風力發電股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""2181"" data-year=""2024"" data-case=""162"" data-buyer=""2133""><i class=""icon search""></i>詳情</button>",619
163,2133,2181,風力能,4002,台灣積體電路製造股份有限公司,鹿威風力發電股份有限公司<br/>(鹿港風場二期),鹿港風場二期,鹿威風力發電股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""2181"" data-year=""2024"" data-case=""163"" data-buyer=""2133""><i class=""icon search""></i>詳情</button>",620
