case_id,buyer,seller,energy,amount,buyer_name,seller_name,case_name,owner,parallel_type,type,detail,DT_RowIndex
403,5690,5604,太陽能,1688,中華電信股份有限公司資訊技術分公司,天權智慧能源股份有限公司<br/>(天權智慧能源股份有限公司),天權智慧能源股份有限公司,天權智慧能源股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""5604"" data-year=""2022"" data-case=""403"" data-buyer=""5690""><i class=""icon search""></i>詳情</button>",36
183,5690,1881,風力能,1811,中華電信股份有限公司資訊技術分公司,富威電力股份有限公司<br/>彰苑風力發電股份有限公司(彰苑風力發電廠),彰苑風力發電廠,彰苑風力發電股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""1881"" data-year=""2022"" data-case=""183"" data-buyer=""5690""><i class=""icon search""></i>詳情</button>",58
184,5690,1881,風力能,1037,中華電信股份有限公司資訊技術分公司,富威電力股份有限公司<br/>北苑風力發電股份有限公司(北苑風力發電廠),北苑風力發電廠,北苑風力發電股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""1881"" data-year=""2022"" data-case=""184"" data-buyer=""5690""><i class=""icon search""></i>詳情</button>",77
404,5690,5607,太陽能,1635,中華電信股份有限公司資訊技術分公司,玉衡智慧能源股份有限公司<br/>(玉衡智慧能源股份有限公司),玉衡智慧能源股份有限公司,玉衡智慧能源股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""5607"" data-year=""2022"" data-case=""404"" data-buyer=""5690""><i class=""icon search""></i>詳情</button>",108
403,5690,5604,太陽能,11611,中華電信股份有限公司資訊技術分公司,天權智慧能源股份有限公司<br/>(天權智慧能源股份有限公司),天權智慧能源股份有限公司,天權智慧能源股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""5604"" data-year=""2023"" data-case=""403"" data-buyer=""5690""><i class=""icon search""></i>詳情</button>",155
415,5690,5445,太陽能,420,中華電信股份有限公司資訊技術分公司,太陽神電力股份有限公司<br/>銧昊股份有限公司(銧昊股份有限公司),銧昊股份有限公司,銧昊股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""5445"" data-year=""2023"" data-case=""415"" data-buyer=""5690""><i class=""icon search""></i>詳情</button>",233
183,5690,1881,風力能,5083,中華電信股份有限公司資訊技術分公司,富威電力股份有限公司<br/>彰苑風力發電股份有限公司(彰苑風力發電廠),彰苑風力發電廠,彰苑風力發電股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""1881"" data-year=""2023"" data-case=""183"" data-buyer=""5690""><i class=""icon search""></i>詳情</button>",251
184,5690,1881,風力能,4059,中華電信股份有限公司資訊技術分公司,富威電力股份有限公司<br/>北苑風力發電股份有限公司(北苑風力發電廠),北苑風力發電廠,北苑風力發電股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""1881"" data-year=""2023"" data-case=""184"" data-buyer=""5690""><i class=""icon search""></i>詳情</button>",275
404,5690,5607,太陽能,11438,中華電信股份有限公司資訊技術分公司,玉衡智慧能源股份有限公司<br/>(玉衡智慧能源股份有限公司),玉衡智慧能源股份有限公司,玉衡智慧能源股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""5607"" data-year=""2023"" data-case=""404"" data-buyer=""5690""><i class=""icon search""></i>詳情</button>",386
403,5690,5604,太陽能,1942,中華電信股份有限公司資訊技術分公司,天權智慧能源股份有限公司<br/>(天權智慧能源股份有限公司),天權智慧能源股份有限公司,天權智慧能源股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""5604"" data-year=""2024"" data-case=""403"" data-buyer=""5690""><i class=""icon search""></i>詳情</button>",168
183,5690,1881,風力能,2203,中華電信股份有限公司資訊技術分公司,富威電力股份有限公司<br/>彰苑風力發電股份有限公司(彰苑風力發電廠),彰苑風力發電廠,彰苑風力發電股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""1881"" data-year=""2024"" data-case=""183"" data-buyer=""5690""><i class=""icon search""></i>詳情</button>",269
184,5690,1881,風力能,2085,中華電信股份有限公司資訊技術分公司,富威電力股份有限公司<br/>北苑風力發電股份有限公司(北苑風力發電廠),北苑風力發電廠,北苑風力發電股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""1881"" data-year=""2024"" data-case=""184"" data-buyer=""5690""><i class=""icon search""></i>詳情</button>",285
404,5690,5607,太陽能,1919,中華電信股份有限公司資訊技術分公司,玉衡智慧能源股份有限公司<br/>(玉衡智慧能源股份有限公司),玉衡智慧能源股份有限公司,玉衡智慧能源股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""5607"" data-year=""2024"" data-case=""404"" data-buyer=""5690""><i class=""icon search""></i>詳情</button>",417
