case_id,buyer,seller,energy,amount,buyer_name,seller_name,case_name,owner,parallel_type,type,detail,DT_RowIndex
687,7106,2542,太陽能,86,泉福印染股份有限公司,陽光伏特家電力股份有限公司<br/>金良科技股份有限公司(新光台南3、4、5、6廠),新光台南3、4、5、6廠,金良科技股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""2542"" data-year=""2024"" data-case=""687"" data-buyer=""7106""><i class=""icon search""></i>詳情</button>",576
691,7106,2542,太陽能,29,泉福印染股份有限公司,陽光伏特家電力股份有限公司<br/>金良科技股份有限公司(新光雲林1、9廠),新光雲林1、9廠,金良科技股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""2542"" data-year=""2024"" data-case=""691"" data-buyer=""7106""><i class=""icon search""></i>詳情</button>",583
696,7106,2542,太陽能,10,泉福印染股份有限公司,陽光伏特家電力股份有限公司<br/>金良科技股份有限公司(新光雲林2廠),新光雲林2廠,金良科技股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""2542"" data-year=""2024"" data-case=""696"" data-buyer=""7106""><i class=""icon search""></i>詳情</button>",589
697,7106,2542,太陽能,33,泉福印染股份有限公司,陽光伏特家電力股份有限公司<br/>金良科技股份有限公司(新光雲林3、4廠),新光雲林3、4廠,金良科技股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""2542"" data-year=""2024"" data-case=""697"" data-buyer=""7106""><i class=""icon search""></i>詳情</button>",595
698,7106,2542,太陽能,26,泉福印染股份有限公司,陽光伏特家電力股份有限公司<br/>金良科技股份有限公司(新光雲林5廠),新光雲林5廠,金良科技股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""2542"" data-year=""2024"" data-case=""698"" data-buyer=""7106""><i class=""icon search""></i>詳情</button>",601
699,7106,2542,太陽能,13,泉福印染股份有限公司,陽光伏特家電力股份有限公司<br/>金良科技股份有限公司(新光雲林8廠),新光雲林8廠,金良科技股份有限公司,2,轉供,"<button class=""ui mini green button detail"" data-seller=""2542"" data-year=""2024"" data-case=""699"" data-buyer=""7106""><i class=""icon search""></i>詳情</button>",607
